lsoa code (2011),lsoa code (2021),IMD rank,IMD dec,income,employment,EST,health and disability,crime,barriers to housing and services,living environment
E01019722,E01019722,"24,697",8,8,6,8,7,5,7,7
E01019723,E01019723,"15,059",5,5,3,9,4,5,5,9
E01019724,E01019724,"13,427",5,4,4,3,3,8,7,7
E01019725,E01019725,"25,657",8,8,7,7,6,10,5,8
E01019726,E01019726,"21,960",7,8,6,5,5,10,4,8
E01019727,E01019727,"30,519",10,9,7,10,8,8,9,10
E01019728,E01019728,"1,457",1,1,1,1,1,9,5,10
E01019729,E01019729,"2,192",1,1,1,1,2,7,6,9
E01019730,E01019730,"10,463",4,3,3,2,4,9,9,6
E01019731,E01019731,"27,805",9,9,8,7,6,9,6,9
E01019732,E01019732,"18,810",6,5,4,6,5,9,9,8
E01019733,E01019733,"14,831",5,4,4,5,3,7,10,6
E01019734,E01019734,"26,314",9,7,7,9,7,9,10,4
E01019735,E01019735,"25,326",8,8,8,8,8,8,5,4
E01019736,E01019736,"20,589",7,10,10,8,8,7,3,1
E01019737,E01019737,"27,599",9,8,8,7,7,9,10,6
E01019738,E01019738,"18,608",6,6,5,6,5,8,10,2
E01019739,E01019739,"10,949",4,4,3,5,3,5,10,2
E01019740,E01019740,"16,163",5,6,4,6,4,9,10,2
E01019741,E01019741,"17,325",6,6,5,3,4,9,7,5
E01019742,E01019742,"12,074",4,7,5,3,4,10,1,2
E01019743,E01019743,"6,213",2,2,2,1,2,6,4,8
E01019744,E01019744,"14,698",5,6,4,4,4,8,4,5
E01019745,E01019745,"11,025",4,3,3,4,2,9,9,5
E01019746,E01019746,"23,660",8,8,7,10,5,8,10,2
E01019747,E01019747,"27,185",9,9,8,8,7,10,8,3
E01019748,E01019748,"23,213",8,8,8,7,7,9,9,1
E01019749,E01019749,"29,886",10,10,9,10,7,10,3,10
E01019750,E01019750,"13,018",4,4,3,5,3,7,5,8
E01019751,E01019751,"29,400",9,9,8,9,9,10,7,6
E01019752,E01019752,"15,844",5,4,4,4,5,8,10,6
E01019753,E01019753,"25,956",8,7,7,8,6,10,10,5
E01019754,E01019754,"20,545",7,7,7,8,5,4,7,3
E01019755,E01019755,"24,214",8,9,8,9,7,9,3,3
E01019756,E01019756,"32,764",10,10,10,9,9,10,10,10
E01019757,E01019757,"26,258",8,7,7,7,6,10,10,8
E01019758,E01019758,"31,451",10,9,9,9,7,10,9,10
E01019759,E01019759,"8,423",3,3,3,1,3,6,3,8
E01019760,E01019760,"18,012",6,6,6,5,4,7,8,6
E01019761,E01019761,"3,079",1,2,1,1,2,5,2,10
E01019762,E01019762,"31,053",10,9,8,9,9,9,10,9
E01019763,E01019763,"15,518",5,4,4,5,5,6,9,4
E01019764,E01019764,"25,108",8,8,8,7,7,9,4,5
E01019765,E01019765,"24,300",8,7,8,9,7,9,10,2
E01019766,E01019766,"23,260",8,6,6,8,6,10,8,6
E01019767,E01019767,"27,578",9,8,7,9,7,9,9,6
E01019768,E01019768,"7,757",3,2,2,2,2,7,9,6
E01019769,E01019769,"21,554",7,9,9,8,8,10,2,1
E01019770,E01019770,"20,963",7,6,7,8,9,9,2,4
E01019771,E01019771,"20,478",7,7,6,8,6,10,2,4
E01019772,E01019772,"28,628",9,9,8,10,9,10,3,8
E01019773,E01034648,"7,902",3,3,2,3,2,7,7,8
E01019774,E01019774,"19,667",6,7,4,7,4,8,8,8
E01019775,E01019775,"7,402",3,3,2,2,2,8,8,7
E01019776,E01019776,"10,793",4,3,3,2,3,9,7,7
E01019777,E01019777,"6,161",2,2,2,2,2,10,9,10
E01019778,E01019778,"27,395",9,8,6,8,8,9,8,7
E01019779,E01019779,"29,496",9,9,8,7,7,10,10,8
E01019780,E01019780,"14,673",5,4,3,4,3,10,10,8
E01019781,E01019781,"23,666",8,7,6,7,5,9,10,6
E01019782,E01019782,"14,928",5,4,3,6,3,10,10,5
E01019783,E01019783,"31,780",10,10,10,8,7,10,8,8
E01019784,E01019784,"28,699",9,10,8,8,6,10,4,9
E01019785,E01019785,"31,823",10,10,10,9,8,10,5,9
E01019786,E01019786,"19,030",6,5,5,5,4,9,10,6
E01019787,E01019787,"29,239",9,9,8,8,8,8,10,6
E01019788,E01019788,"31,791",10,10,10,10,6,10,8,8
E01019790,E01019790,"28,947",9,9,8,6,8,9,8,8
E01019791,E01019791,"16,174",5,4,6,3,4,7,10,6
E01019792,E01019792,"10,038",4,3,3,2,4,7,8,9
E01019793,E01019793,"31,035",10,10,8,9,8,10,6,9
E01019794,E01019794,"32,251",10,10,9,10,8,10,9,8
E01019795,E01019795,"27,391",9,8,7,8,7,10,6,8
E01019796,E01019796,"2,361",1,1,1,1,1,6,10,8
E01019797,E01019797,"7,836",3,3,2,2,2,9,10,8
E01019798,E01019798,"16,654",6,4,5,5,5,6,7,6
E01019799,E01019799,"2,812",1,2,1,1,1,5,8,5
E01019800,E01019800,"12,491",4,5,3,3,2,7,9,8
E01019801,E01019801,"21,313",7,8,6,3,6,9,7,6
E01019802,E01019802,"20,944",7,6,5,5,5,9,10,7
E01019803,E01019803,"14,172",5,5,5,2,3,9,10,8
E01019804,E01019804,"26,181",8,8,7,5,7,9,7,8
E01019805,E01019805,"28,040",9,9,8,7,7,9,6,9
E01019806,E01019806,"25,856",8,6,7,5,8,9,10,8
E01019807,E01019807,"9,969",4,3,3,2,4,6,10,9
E01019808,E01019808,"2,531",1,1,1,1,1,6,10,8
E01019809,E01019809,"10,456",4,4,3,2,2,8,9,8
E01019810,E01019810,"8,393",3,4,2,2,2,8,10,6
E01019811,E01019811,"24,246",8,8,6,7,5,10,7,9
E01019812,E01019812,"23,258",8,7,6,5,7,10,8,8
E01019813,E01019813,"13,330",5,4,3,4,4,10,10,8
E01019814,E01019814,"20,861",7,6,6,5,6,10,5,5
E01019815,E01019815,"17,731",6,5,5,3,6,8,10,8
E01019816,E01019816,"17,135",6,6,6,5,5,8,3,5
E01019817,E01019817,"4,487",2,2,2,1,1,9,10,8
E01019818,E01019818,"7,379",3,2,2,2,3,9,6,7
E01019819,E01019819,"19,603",6,7,6,6,6,9,4,4
E01019820,E01019820,"22,061",7,7,5,5,6,9,10,8
E01019821,E01019821,"19,825",7,7,5,5,3,9,9,6
E01019822,E01019822,"11,693",4,5,3,4,3,8,4,5
E01019823,E01019823,"10,796",4,3,2,4,2,10,10,8
E01019824,E01019824,"12,721",4,4,3,4,3,9,8,8
E01019825,E01019825,"28,184",9,8,7,7,7,9,10,9
E01019826,E01019826,"6,173",2,2,2,1,1,8,10,9
E01019827,E01019827,"13,402",5,4,4,3,5,9,3,4
E01019828,E01019828,"31,613",10,10,8,10,8,10,10,9
E01019829,E01019829,"29,405",9,9,6,9,7,10,10,9
E01019830,E01019830,"31,820",10,10,9,10,8,10,7,9
E01019831,E01019831,"31,193",10,10,9,9,7,10,6,9
E01019832,E01019832,"20,267",7,8,9,9,8,5,2,2
E01019833,E01019833,"32,100",10,10,9,10,9,7,10,8
E01019834,E01019834,"24,822",8,9,10,8,8,5,5,2
E01019835,E01034652,"26,352",9,10,9,8,7,6,4,5
E01019837,E01019837,"14,239",5,5,5,3,4,6,6,5
E01019838,E01019838,"9,408",3,3,3,2,3,7,5,6
E01019839,E01019839,"25,420",8,10,10,10,9,10,1,3
E01019840,E01019840,"24,635",8,7,7,8,5,9,8,9
E01019841,E01019841,"26,687",9,9,7,9,6,7,5,6
E01019842,E01019842,"5,589",2,2,2,1,3,8,2,5
E01019843,E01019843,"20,607",7,8,9,7,7,10,1,3
E01019844,E01019844,"11,127",4,4,3,2,4,8,7,7
E01019845,E01019845,"26,067",8,8,7,5,6,10,10,7
E01019846,E01019846,"15,893",5,5,5,1,5,10,9,7
E01019847,E01019847,"25,966",8,7,7,7,7,8,9,7
E01019848,E01019848,"31,620",10,10,10,8,10,10,5,9
E01019850,E01019850,"27,161",9,9,10,7,8,6,6,6
E01019851,E01019851,"11,775",4,5,4,3,2,8,6,9
E01019852,E01019852,"16,993",6,6,6,4,7,8,2,4
E01019853,E01019853,"28,279",9,7,9,7,8,9,8,6
E01019854,E01019854,"24,448",8,7,8,9,6,9,10,3
E01019855,E01019855,"31,195",10,9,10,10,9,8,10,6
E01019856,E01019856,"7,183",3,3,2,1,3,8,8,6
E01019857,E01019857,"28,485",9,10,9,6,7,10,5,8
E01019858,E01019858,"7,335",3,3,3,1,3,8,5,7
E01019859,E01019859,"22,175",7,7,6,4,6,10,8,6
E01019860,E01019860,"29,074",9,10,9,5,7,9,9,8
E01019861,E01019861,"13,432",5,5,4,3,3,8,10,4
E01019862,E01019862,"16,812",6,6,6,3,6,5,8,4
E01019863,E01019863,"4,492",2,2,1,1,3,6,7,7
E01019864,E01019864,"9,937",4,3,3,2,3,7,6,8
E01019865,E01019865,"13,803",5,5,4,2,4,7,6,8
E01019866,E01019866,"16,200",5,8,9,6,7,9,1,1
E01019867,E01019867,"24,892",8,9,9,10,8,9,1,5
E01019868,E01019868,"24,401",8,8,9,8,10,9,2,4
E01019869,E01019869,"31,763",10,10,10,9,9,10,9,5
E01019870,E01019870,"13,291",5,5,4,5,3,8,3,4
E01019871,E01019871,"19,374",6,6,6,6,7,8,3,5
E01019872,E01019872,"23,754",8,7,7,7,7,7,9,5
E01019873,E01019873,"15,287",5,6,7,4,6,6,1,3
E01019874,E01019874,"25,336",8,7,7,6,8,9,8,7
E01019875,E01019875,"23,566",8,8,7,5,8,5,6,7
E01019876,E01019876,"13,199",5,5,3,3,3,7,7,6
E01019877,E01019877,"5,229",2,2,2,2,1,3,7,5
E01019878,E01019878,"17,446",6,5,5,3,4,9,9,6
E01019879,E01019879,"28,157",9,9,9,6,7,10,5,9
E01019880,E01019880,"31,974",10,10,9,9,10,9,10,7
E01019881,E01034651,"30,029",10,10,10,8,9,9,4,7
E01019882,E01019882,"18,774",6,7,7,4,6,8,6,2
E01019883,E01034657,"17,652",6,5,6,4,5,7,8,5
E01019885,E01019885,"21,890",7,7,7,3,7,8,7,8
E01019886,E01034618,"14,730",5,5,4,5,8,7,2,3
E01019887,E01019887,"13,255",5,3,4,3,6,5,9,8
E01019888,E01019888,"17,779",6,5,5,6,5,6,10,4
E01019889,E01019889,"24,605",8,7,6,5,9,9,6,9
E01019890,E01019890,"25,883",8,7,8,8,9,9,7,3
E01019891,E01019891,"17,494",6,8,8,8,8,9,2,1
E01019892,E01034620,"19,012",6,5,7,4,10,8,3,3
E01019893,E01034623,"20,288",7,6,6,6,9,10,3,3
E01019894,E01019894,"29,442",9,9,7,8,9,10,7,8
E01019895,E01019895,"29,782",10,9,9,8,9,10,6,6
E01019896,E01019896,"28,408",9,8,7,6,8,10,9,9
E01019897,E01019897,"17,426",6,5,5,3,6,10,8,8
E01019898,E01019898,"24,254",8,9,8,8,10,10,2,3
E01019899,E01019899,"21,143",7,5,4,6,7,10,10,8
E01019900,E01019900,"26,482",9,8,7,9,10,10,7,3
E01019901,E01019901,"14,049",5,7,8,8,9,9,1,1
E01019902,E01019902,"18,065",6,6,7,6,9,9,2,3
E01019903,E01019903,"19,145",6,8,8,7,10,10,2,1
E01019904,E01019904,"15,206",5,4,3,3,5,9,10,9
E01019905,E01019905,"32,202",10,10,9,8,10,10,7,10
E01019906,E01019906,"28,700",9,7,8,6,8,10,10,10
E01019907,E01019907,"28,665",9,9,8,4,8,10,10,10
E01019908,E01019908,"21,757",7,6,6,3,8,10,6,10
E01019909,E01019909,"30,838",10,9,9,7,9,10,8,9
E01019910,E01019910,"26,107",8,8,7,7,8,7,10,5
E01019911,E01019911,"28,174",9,8,7,7,8,10,9,10
E01019912,E01019912,"20,829",7,5,4,8,7,8,10,6
E01019913,E01019913,"26,060",8,9,6,8,7,7,5,10
E01019914,E01019914,"6,745",3,2,2,1,4,4,7,8
E01019915,E01019915,"25,806",8,7,6,8,9,8,8,7
E01019916,E01019916,"11,616",4,4,4,5,6,3,10,1
E01019917,E01019917,"17,907",6,6,5,6,5,7,10,2
E01019918,E01019918,"11,927",4,4,4,5,7,2,9,2
E01019919,E01019919,"12,577",4,4,4,3,6,4,10,2
E01019920,E01019920,"20,255",7,5,4,5,7,9,8,8
E01019921,E01019921,"25,799",8,7,7,5,9,9,10,6
E01019922,E01019922,"10,143",4,3,2,3,4,9,10,6
E01019923,E01019923,"14,799",5,4,4,2,5,10,8,9
E01019924,E01019924,"17,190",6,4,4,3,7,8,9,6
E01019925,E01019925,"29,517",9,8,8,6,9,10,9,9
E01019927,E01019927,"11,056",4,3,3,2,4,6,9,9
E01019928,E01019928,"19,116",6,5,5,4,6,9,5,9
E01019929,E01019929,"24,895",8,6,7,5,7,10,6,9
E01019930,E01019930,"26,287",9,7,8,6,8,10,4,10
E01019931,E01019931,"31,871",10,10,10,9,10,10,4,10
E01019932,E01019932,"11,603",4,3,3,4,5,7,7,5
E01019933,E01019933,"18,493",6,5,4,6,6,8,8,6
E01019934,E01019934,"22,304",7,6,5,5,6,9,8,10
E01019935,E01019935,"18,734",6,8,8,8,9,10,1,1
E01019936,E01019936,"17,354",6,6,5,8,7,10,6,1
E01019937,E01019937,"27,685",9,7,7,7,10,10,7,9
E01019938,E01019938,"15,649",5,8,9,8,10,10,1,1
E01019939,E01019939,"27,420",9,10,9,9,10,10,2,4
E01019940,E01019940,"28,956",9,9,8,10,9,10,4,6
E01019942,E01019942,"19,675",6,5,4,7,8,5,7,9
E01019943,E01019943,"30,829",10,8,8,8,10,10,8,10
E01019944,E01019944,"28,301",9,7,8,9,9,8,9,5
E01019945,E01019945,"17,007",6,6,6,5,9,10,2,2
E01019946,E01019946,"25,360",8,7,6,8,6,9,7,10
E01019947,E01019947,"15,548",5,4,4,5,6,7,10,2
E01019948,E01019948,"23,535",8,7,5,5,7,10,10,10
E01019949,E01019949,"28,437",9,8,7,7,9,10,7,10
E01019950,E01019950,"15,953",5,3,3,4,6,8,10,10
E01019951,E01019951,"26,767",9,9,7,9,9,9,4,4
E01019952,E01019952,"26,960",9,8,7,4,9,10,10,10
E01019953,E01019953,"23,972",8,6,5,7,7,9,7,10
E01019954,E01019954,"16,908",6,5,4,3,8,7,6,10
E01019955,E01019955,"17,985",6,5,4,5,5,9,7,7
E01019956,E01019956,"27,792",9,7,8,8,9,9,7,6
E01019957,E01019957,"30,085",10,10,9,8,9,9,3,9
E01019958,E01019958,"27,242",9,8,6,8,9,9,7,8
E01019959,E01019959,"17,360",6,8,8,7,8,10,2,1
E01019960,E01019960,"22,039",7,9,9,9,9,10,2,1
E01019961,E01019961,"24,023",8,9,9,9,10,10,2,2
E01019962,E01019962,"25,183",8,8,9,10,10,10,9,1
E01019963,E01019963,"31,864",10,7,9,9,10,10,10,9
E01019964,E01019964,"27,639",9,10,10,9,10,10,2,3
E01019965,E01019965,"26,671",9,7,7,7,8,10,10,7
E01019966,E01019966,"22,812",7,9,8,7,9,10,4,1
E01019967,E01019967,"16,763",6,9,9,7,9,10,1,1
E01019968,E01019968,"26,754",9,7,6,8,6,9,9,9
E01019969,E01019969,"22,269",7,7,6,5,6,8,9,4
E01019970,E01019970,"26,881",9,8,8,7,6,10,7,7
E01019971,E01019971,"17,673",6,6,7,4,5,4,5,5
E01019972,E01019972,"13,796",5,5,5,3,5,5,7,2
E01019973,E01019973,"21,508",7,7,6,6,7,7,6,6
E01019974,E01019974,"19,061",6,6,5,5,6,7,4,7
E01019975,E01019975,"7,783",3,3,3,2,4,3,8,3
E01019976,E01019976,"25,912",8,8,7,7,6,9,6,8
E01019977,E01019977,"20,992",7,6,6,4,7,9,8,5
E01019980,E01019980,"12,967",4,4,4,4,5,8,3,6
E01019981,E01019981,"14,017",5,4,4,3,5,5,6,7
E01019982,E01019982,"17,412",6,5,5,5,6,8,3,7
E01019983,E01019983,"25,813",8,8,7,5,7,7,9,9
E01019984,E01019984,"28,554",9,10,9,6,8,9,5,8
E01019985,E01019985,"7,128",3,2,2,2,2,3,7,9
E01019986,E01019986,"30,264",10,10,9,10,8,8,9,4
E01019987,E01019987,"20,506",7,7,8,5,6,9,9,1
E01019988,E01019988,"25,363",8,7,8,6,7,8,9,5
E01019989,E01019989,"26,823",9,8,9,9,8,10,10,2
E01019990,E01019990,"5,792",2,3,3,2,3,2,2,5
E01019991,E01019991,"8,835",3,3,3,2,3,3,5,4
E01019992,E01019992,"13,633",5,5,4,3,4,4,8,5
E01019993,E01019993,"28,257",9,9,9,7,8,8,4,9
E01019994,E01019994,"16,010",5,6,6,10,4,3,7,2
E01019995,E01019995,"5,708",2,2,2,5,1,3,7,5
E01019996,E01019996,"21,566",7,6,7,10,5,7,7,2
E01019997,E01019997,"21,190",7,9,9,9,5,7,7,1
E01019998,E01019998,"28,991",9,8,8,8,8,8,9,9
E01019999,E01019999,"30,457",10,9,9,10,8,9,7,6
E01020000,E01020000,"11,226",4,4,3,3,4,6,7,6
E01020001,E01020001,"31,643",10,10,9,10,9,10,7,8
E01020002,E01020002,"16,285",5,5,5,3,6,6,5,8
E01020003,E01020003,"25,854",8,6,6,7,9,10,8,9
E01020004,E01020004,"31,397",10,9,8,8,9,9,10,8
E01020005,E01020005,"7,021",3,3,2,2,3,5,7,4
E01020006,E01020006,"16,998",6,6,6,5,7,3,8,2
E01020007,E01020007,"17,796",6,8,9,8,2,6,7,1
E01020008,E01020008,"23,605",8,8,9,9,6,8,8,1
E01020009,E01020009,"23,253",8,8,8,10,5,7,9,2
E01020010,E01020010,"8,906",3,3,3,2,4,6,7,3
E01020011,E01020011,"25,560",8,8,7,7,8,6,8,7
E01020012,E01020012,"9,970",4,4,3,2,3,4,9,6
E01020013,E01020013,"14,375",5,5,5,3,4,9,8,2
E01020014,E01020014,"5,662",2,2,2,1,2,6,7,3
E01020015,E01020015,"3,556",2,2,2,1,2,5,7,4
E01020016,E01034631,"5,374",2,3,2,3,1,2,5,4
E01020017,E01020017,"14,716",5,6,6,7,5,5,4,1
E01020018,E01020018,"9,203",3,4,4,7,4,1,4,2
E01020019,E01020019,"27,981",9,10,10,9,9,9,8,1
E01020020,E01020020,"17,188",6,7,8,9,4,2,7,2
E01020021,E01020021,"21,193",7,9,10,9,3,7,6,2
E01020022,E01020022,"10,997",4,5,5,5,1,3,8,4
E01020023,E01020023,"26,932",9,8,7,10,8,8,3,9
E01020024,E01020024,"31,519",10,10,10,10,8,9,7,6
E01020025,E01020025,"19,618",6,6,6,7,6,6,8,2
E01020026,E01020026,"29,869",10,10,10,5,9,9,8,7
E01020027,E01020027,"24,460",8,7,6,6,8,9,8,4
E01020029,E01020029,"19,807",7,7,7,6,7,5,10,1
E01020030,E01020030,"14,140",5,5,6,6,4,5,9,1
E01020031,E01020031,"20,487",7,8,8,5,6,7,10,1
E01020032,E01020032,"11,492",4,4,3,6,3,4,8,2
E01020033,E01034635,"17,593",6,4,4,7,7,6,6,7
E01020035,E01034632,"26,579",9,8,7,8,9,9,5,7
E01020036,E01020036,"15,892",5,5,4,3,7,4,6,6
E01020037,E01020037,"7,475",3,2,3,1,3,6,8,3
E01020038,E01020038,"27,291",9,7,7,8,9,10,7,6
E01020039,E01020039,"5,897",2,2,2,1,2,7,6,6
E01020040,E01020040,"16,149",5,5,5,4,5,6,6,5
E01020041,E01020041,"12,838",4,4,4,3,7,5,7,4
E01020042,E01020042,"28,993",9,8,8,6,9,9,6,10
E01020043,E01020043,"21,998",7,5,5,7,8,10,9,5
E01020044,E01020044,"19,349",6,8,9,8,9,10,2,1
E01020045,E01020045,"16,627",6,8,7,9,9,8,1,1
E01020046,E01020046,"14,903",5,7,8,7,8,10,1,1
E01020047,E01020047,"22,146",7,7,7,5,9,9,2,5
E01020048,E01020048,"10,179",4,4,3,4,7,3,9,1
E01020049,E01020049,"14,707",5,9,10,6,10,10,1,1
E01020050,E01020050,"13,825",5,5,6,5,8,10,3,1
E01020051,E01020051,"25,894",8,8,8,5,9,10,4,9
E01020052,E01020052,"12,332",4,4,3,3,7,5,5,5
E01020053,E01020053,"11,659",4,4,4,1,7,9,5,7
E01020054,E01020054,"26,629",9,6,8,6,9,8,7,9
E01020055,E01020055,"13,938",5,4,4,2,6,8,9,5
E01020056,E01020056,"17,869",6,8,7,8,10,9,2,1
E01020057,E01020057,"15,457",5,5,5,2,6,9,7,5
E01020058,E01020058,"28,834",9,8,8,6,9,10,7,10
E01020059,E01020059,"19,447",6,7,9,8,9,9,2,1
E01020060,E01020060,"15,349",5,4,4,4,7,6,8,4
E01020061,E01020061,"24,215",8,6,6,5,8,9,8,9
E01020062,E01020062,"32,229",10,10,9,8,10,10,9,10
E01020063,E01020063,"21,482",7,5,5,8,9,9,9,5
E01020064,E01020064,"19,760",7,6,6,4,8,10,9,3
E01020065,E01020065,"14,245",5,5,4,2,9,7,6,4
E01020066,E01034636,"24,973",8,8,9,6,10,10,1,9
E01020067,E01020067,"7,951",3,2,2,1,5,7,7,9
E01020068,E01020068,"13,279",5,6,7,8,8,10,1,1
E01020069,E01020069,"14,924",5,6,7,8,8,10,1,1
E01020070,E01020070,"15,839",5,6,7,8,9,10,2,1
E01020071,E01020071,"20,624",7,6,8,6,10,9,8,1
E01020072,E01020072,"14,304",5,8,8,7,10,10,1,1
E01020073,E01020073,"10,237",4,4,3,3,7,9,3,1
E01020074,E01020074,"19,103",6,9,9,9,10,9,1,1
E01020075,E01020075,"23,111",8,8,9,9,9,10,5,1
E01020076,E01020076,"14,913",5,5,6,6,9,9,2,1
E01020077,E01020077,"15,044",5,9,8,7,10,10,1,1
E01020078,E01020078,"8,009",3,3,2,2,4,7,8,2
E01020079,E01020079,"7,072",3,3,2,2,3,6,7,9
E01020080,E01020080,"22,318",7,8,10,6,9,9,2,2
E01020081,E01020081,"11,197",4,4,4,2,8,6,3,3
E01020082,E01020082,"16,935",6,7,8,5,9,10,5,1
E01020083,E01020083,"16,404",5,6,6,6,9,9,2,1
E01020084,E01020084,"16,234",5,5,5,5,5,9,3,10
E01020085,E01020085,"21,447",7,7,7,5,6,9,2,10
E01020086,E01034639,"26,013",8,8,7,7,6,6,7,9
E01020087,E01020087,"12,543",4,6,8,6,8,10,1,1
E01020088,E01020088,"13,443",5,7,8,7,8,10,1,1
E01020089,E01020089,"28,255",9,7,8,7,8,9,9,7
E01020090,E01020090,"28,233",9,8,8,9,7,10,5,8
E01020091,E01020091,"28,295",9,8,10,6,7,10,5,9
E01020092,E01020092,"27,469",9,8,7,7,6,10,9,10
E01020093,E01020093,"17,065",6,5,5,6,3,8,7,5
E01020094,E01020094,"2,291",1,1,1,3,1,3,5,4
E01020095,E01020095,"8,311",3,3,3,3,2,5,7,2
E01020096,E01020096,"8,682",3,4,2,4,2,4,5,5
E01020097,E01020097,"13,309",5,7,8,5,8,10,1,1
E01020098,E01020098,"12,750",4,5,6,7,8,10,2,1
E01020099,E01020099,"17,596",6,6,6,5,5,8,7,2
E01020100,E01020100,"10,462",4,5,6,6,4,8,1,1
E01020101,E01020101,"14,588",5,4,4,4,4,8,8,4
E01020102,E01020102,"24,943",8,8,7,6,7,10,4,10
E01020103,E01020103,"2,896",1,2,1,1,1,3,7,7
E01020104,E01020104,"7,741",3,2,3,2,2,7,4,9
E01020105,E01020105,"22,666",7,6,6,5,5,9,7,10
E01020106,E01020106,"19,704",6,7,6,8,4,10,1,10
E01020107,E01020107,"25,588",8,8,6,7,5,10,8,10
E01020108,E01020108,"21,565",7,7,8,7,8,9,4,2
E01020109,E01020109,"21,464",7,9,9,9,7,10,3,1
E01020110,E01020110,"23,355",8,9,9,5,7,10,2,7
E01020111,E01020111,"4,381",2,2,1,2,1,3,6,6
E01020112,E01020112,"1,469",1,1,1,2,1,3,7,1
E01020113,E01020113,"4,820",2,2,2,3,2,2,6,1
E01020114,E01020114,"8,599",3,4,3,3,3,4,5,2
E01020115,E01020115,"15,418",5,6,7,4,5,8,2,2
E01020116,E01020116,"12,145",4,4,3,5,3,6,8,2
E01020117,E01020117,"15,587",5,7,6,5,5,7,2,4
E01020118,E01020118,"8,993",3,3,3,3,2,9,3,7
E01020119,E01020119,"15,644",5,7,6,7,6,9,1,2
E01020120,E01020120,"23,893",8,9,8,9,5,9,2,7
E01020121,E01020121,"18,768",6,7,7,6,7,9,3,2
E01020122,E01020122,"15,048",5,8,9,6,7,9,1,1
E01020123,E01020123,"12,681",4,4,3,3,4,9,7,8
E01020124,E01020124,"19,203",6,7,5,6,5,8,5,6
E01020125,E01020125,"28,881",9,9,7,7,7,10,7,10
E01020126,E01020126,"10,194",4,5,5,3,6,7,2,1
E01020127,E01020127,"14,073",5,9,9,8,8,8,1,1
E01020128,E01020128,"24,951",8,8,6,9,6,6,8,9
E01020129,E01020129,"12,460",4,3,3,5,3,7,7,10
E01020130,E01020130,"11,950",4,4,4,6,3,8,7,2
E01020131,E01020131,"9,842",3,6,7,5,8,10,1,1
E01020132,E01020132,"20,844",7,7,6,5,6,9,4,4
E01020133,E01020133,"25,814",8,9,9,8,6,9,2,9
E01020134,E01020134,"10,319",4,3,3,3,3,7,4,6
E01020135,E01020135,"10,643",4,3,3,3,2,9,7,9
E01020136,E01020136,"20,057",7,6,5,4,7,10,7,7
E01020137,E01020137,"14,991",5,5,6,3,6,9,7,1
E01020138,E01020138,"10,100",4,5,6,4,7,10,1,1
E01020139,E01020139,"5,690",2,3,2,2,2,4,7,2
E01020140,E01020140,"12,634",4,5,5,4,3,2,4,6
E01020141,E01020141,"6,180",2,2,2,2,2,5,4,9
E01020142,E01020142,"16,934",6,7,8,8,10,10,1,1
E01020143,E01020143,"17,780",6,7,8,9,10,9,2,1
E01020144,E01020144,"32,026",10,9,10,9,7,10,10,10
E01020145,E01020145,"21,050",7,8,8,6,7,10,3,2
E01020146,E01020146,"29,187",9,8,8,7,6,10,10,9
E01020147,E01020147,"16,104",5,8,7,9,9,10,1,1
E01020148,E01020148,"16,115",5,7,6,8,8,10,2,1
E01020149,E01020149,"12,742",4,5,5,6,7,10,1,1
E01020150,E01020150,"18,269",6,5,5,8,7,10,5,2
E01020151,E01020151,"29,224",9,9,9,8,9,5,6,8
E01020152,E01020152,"19,104",6,5,7,7,6,9,10,1
E01020153,E01020153,"17,202",6,8,7,8,8,10,2,1
E01020154,E01020154,"21,139",7,5,7,4,6,7,9,8
E01020155,E01020155,"9,296",3,2,2,2,4,8,9,8
E01020156,E01020156,"23,237",8,8,7,9,9,10,4,2
E01020157,E01020157,"13,244",5,6,6,9,9,9,1,1
E01020158,E01020158,"26,777",9,7,6,10,8,10,10,4
E01020159,E01020159,"17,339",6,8,8,9,8,10,1,1
E01020160,E01020160,"19,328",6,7,8,9,9,9,1,1
E01020161,E01020161,"18,434",6,4,4,7,6,7,10,7
E01020162,E01020162,"28,871",9,9,8,8,9,10,4,9
E01020163,E01020163,"29,749",10,8,7,9,9,10,5,10
E01020164,E01020164,"21,980",7,5,6,9,5,9,7,7
E01020165,E01020165,"31,264",10,8,9,8,9,10,9,9
E01020166,E01020166,"30,101",10,9,8,8,7,10,8,8
E01020167,E01020167,"32,466",10,10,9,10,9,10,9,10
E01020168,E01020168,"20,966",7,6,5,5,8,8,5,8
E01020169,E01020169,"23,467",8,6,6,8,7,9,6,5
E01020170,E01020170,"24,674",8,7,5,8,8,9,8,7
E01020171,E01020171,"28,219",9,9,7,10,10,10,6,4
E01020172,E01020172,"19,560",6,6,7,8,8,8,4,1
E01020173,E01020173,"27,399",9,6,7,8,9,10,10,7
E01020174,E01020174,"14,791",5,7,7,8,9,10,1,1
E01020175,E01020175,"17,205",6,6,7,8,9,10,2,1
E01020176,E01020176,"22,004",7,6,7,10,8,9,10,2
E01020177,E01020177,"14,792",5,3,3,5,6,8,10,9
E01020178,E01020178,"19,888",7,8,8,8,9,10,2,1
E01020179,E01020179,"18,949",6,7,8,9,9,10,1,1
E01020180,E01020180,"12,624",4,3,2,6,5,5,10,8
