lsoa code (2011),lsoa code (2021),IMD rank,IMD dec,income,employment,EST,health and disability,crime,barriers to housing and services,living environment
E01020181,E01020181,"17,792",6,4,4,7,5,9,9,10
E01020182,E01020182,"15,986",5,4,4,6,7,10,3,7
E01020183,E01020183,"15,080",5,4,3,7,6,5,10,3
E01020184,E01020184,"14,439",5,3,3,9,7,7,8,5
E01020185,E01020185,"29,260",9,8,6,9,8,10,10,9
E01020186,E01020186,"28,017",9,10,9,10,9,10,3,4
E01020187,E01020187,"19,157",6,6,4,8,7,9,5,5
E01020188,E01020188,"17,489",6,8,8,9,9,10,1,1
E01020189,E01020189,"10,891",4,3,3,5,4,8,3,5
E01020190,E01020190,"26,072",8,6,6,9,9,9,10,6
E01020191,E01020191,"16,006",5,7,7,7,4,9,2,1
E01020192,E01020192,"29,472",9,8,8,9,8,10,9,7
E01020193,E01020193,"20,819",7,7,7,9,8,10,8,1
E01020194,E01020194,"30,496",10,8,10,9,10,10,4,10
E01020195,E01020195,"15,566",5,6,6,4,8,9,2,2
E01020196,E01020196,"14,847",5,4,4,6,5,5,10,4
E01020197,E01020197,"24,517",8,6,7,9,8,9,6,5
E01020198,E01020198,"10,227",4,3,3,3,4,6,9,4
E01020199,E01020199,"15,035",5,4,5,4,7,6,7,4
E01020200,E01020200,"29,625",10,8,8,9,8,9,8,8
E01020201,E01020201,"28,320",9,8,6,9,8,10,7,10
E01020202,E01020202,"22,077",7,6,5,7,7,10,5,8
E01020203,E01020203,"30,659",10,9,7,9,9,9,8,10
E01020204,E01020204,"18,000",6,5,6,3,6,8,9,7
E01020205,E01020205,"20,742",7,9,9,10,9,8,2,1
E01020206,E01020206,"21,570",7,5,6,6,6,9,10,6
E01020207,E01034167,"15,801",5,5,7,5,8,8,1,3
E01020208,E01020208,"12,809",4,4,4,2,4,9,7,9
E01020209,E01020209,"19,802",7,6,7,3,7,9,5,6
E01020210,E01020210,"27,958",9,9,9,8,8,7,3,10
E01020211,E01020211,"6,339",2,2,2,2,3,3,9,6
E01020212,E01020212,"7,165",3,2,2,2,3,6,10,6
E01020213,E01020213,"15,056",5,4,4,3,5,10,5,8
E01020214,E01020214,"21,076",7,6,5,5,8,9,6,6
E01020215,E01020215,"28,142",9,8,9,8,9,10,2,10
E01020216,E01020216,"6,522",2,2,2,3,3,3,6,7
E01020217,E01020217,"11,518",4,3,4,5,5,6,10,2
E01020218,E01020218,"8,303",3,3,3,4,4,2,7,2
E01020219,E01020219,"20,125",7,7,6,7,6,5,3,8
E01020220,E01020220,"18,969",6,5,4,5,6,9,9,6
E01020221,E01020221,"18,876",6,6,6,6,7,8,6,2
E01020222,E01020222,"31,421",10,8,9,9,9,9,9,8
E01020223,E01020223,"17,318",6,5,5,7,6,10,4,2
E01020224,E01020224,"15,378",5,5,5,5,5,8,10,1
E01020225,E01020225,"9,574",3,3,3,5,5,3,9,2
E01020226,E01020226,"19,520",6,6,6,9,7,2,5,6
E01020227,E01020227,"19,965",7,6,5,7,5,6,8,6
E01020228,E01020228,"9,116",3,3,2,5,3,6,8,2
E01020229,E01034165,"9,319",3,5,3,4,5,7,2,1
E01020230,E01020230,"15,861",5,5,3,4,5,7,9,5
E01020231,E01020231,"18,779",6,6,5,4,5,8,6,7
E01020232,E01020232,"17,310",6,6,5,3,6,9,6,5
E01020233,E01020233,"22,981",7,8,7,6,9,9,2,6
E01020234,E01020234,"11,125",4,4,4,2,5,9,6,4
E01020235,E01020235,"13,823",5,4,4,6,6,6,6,2
E01020236,E01020236,"29,432",9,8,10,8,8,10,4,8
E01020237,E01020237,"18,144",6,8,9,9,9,10,1,1
E01020238,E01020238,"27,439",9,7,7,8,7,10,8,10
E01020239,E01020239,"28,592",9,9,8,8,7,10,9,5
E01020240,E01020240,"23,786",8,6,6,8,7,7,10,8
E01020241,E01020241,"18,426",6,8,7,8,8,7,5,1
E01020242,E01020242,"31,322",10,8,9,9,8,9,10,10
E01020243,E01020243,"19,093",6,7,9,8,8,10,1,1
E01020244,E01020244,"20,397",7,5,5,5,6,10,10,7
E01020245,E01020245,"21,279",7,8,9,9,8,10,3,1
E01020246,E01020246,"17,729",6,7,8,7,8,6,2,1
E01020247,E01020247,"14,614",5,4,3,4,6,6,10,6
E01020248,E01020248,"28,067",9,8,7,8,9,8,7,9
E01020249,E01020249,"24,901",8,7,6,7,7,6,9,9
E01020250,E01020250,"23,436",8,7,7,5,7,9,7,6
E01020251,E01020251,"21,682",7,8,8,9,6,10,2,4
E01020252,E01020252,"11,476",4,4,3,4,5,5,4,7
E01020253,E01020253,"30,287",10,8,9,7,8,10,10,10
E01020254,E01020254,"10,989",4,4,4,2,3,8,10,4
E01020255,E01020255,"17,938",6,5,4,4,5,6,10,6
E01020256,E01020256,"16,712",6,7,6,5,7,6,2,2
E01020257,E01020257,"28,412",9,8,8,7,8,10,6,9
E01020258,E01020258,"20,337",7,7,6,6,8,9,10,1
E01020259,E01020259,"14,983",5,8,10,8,9,9,1,1
E01020260,E01020260,"26,516",9,8,8,8,7,10,4,6
E01020261,E01020261,"24,072",8,8,8,9,8,7,2,5
E01020262,E01020262,"12,472",4,7,7,6,7,10,1,1
E01020263,E01020263,"21,259",7,7,8,6,8,10,8,1
E01020264,E01020264,"8,287",3,3,2,5,4,7,7,1
E01020265,E01020265,"27,771",9,7,8,7,7,10,9,10
E01020266,E01020266,"26,087",8,8,6,8,8,8,7,6
E01020267,E01020267,"22,955",7,7,5,9,7,8,5,7
E01020268,E01020268,"25,543",8,7,6,7,8,10,5,10
E01020269,E01020269,"5,394",2,2,2,4,2,2,9,1
E01020270,E01020270,"28,159",9,7,8,7,9,10,5,10
E01020271,E01020271,"12,347",4,4,3,5,5,7,8,2
E01020272,E01020272,"8,288",3,2,3,2,4,6,9,5
E01020273,E01020273,"22,431",7,7,8,8,9,10,7,1
E01020274,E01020274,"17,904",6,8,9,10,9,10,1,1
E01020275,E01020275,"13,129",4,5,4,4,4,10,6,2
E01020276,E01020276,"17,044",6,6,4,5,3,9,7,9
E01020277,E01020277,"5,207",2,2,2,1,2,6,6,7
E01020278,E01020278,"13,195",5,6,6,4,5,10,1,2
E01020279,E01020279,"13,687",5,4,4,3,5,7,6,6
E01020280,E01020280,"3,767",2,2,1,3,2,4,7,1
E01020281,E01020281,"21,758",7,7,6,5,7,9,3,10
E01020282,E01020282,"7,411",3,3,2,4,2,3,5,4
E01020283,E01020283,"16,628",6,5,4,4,5,9,4,8
E01020284,E01020284,"11,962",4,4,3,4,3,7,8,4
E01020285,E01020285,"8,596",3,3,3,1,4,7,7,4
E01020286,E01020286,"7,803",3,4,5,5,5,10,1,1
E01020287,E01020287,"9,902",4,7,7,3,5,6,1,1
E01020288,E01020288,"11,487",4,6,6,3,7,10,2,1
E01020289,E01020289,"11,017",4,6,6,6,5,10,1,1
E01020290,E01020290,"10,141",4,5,5,5,4,10,1,1
E01020291,E01020291,"12,600",4,5,7,5,7,10,2,1
E01020292,E01020292,"11,343",4,4,6,4,5,10,4,1
E01020293,E01020293,"9,851",3,5,4,4,6,8,2,1
E01020294,E01020294,"6,946",3,3,2,2,3,9,9,1
E01020295,E01020295,"14,275",5,7,8,6,5,10,1,1
E01020296,E01020296,"15,205",5,8,8,6,9,10,1,1
E01020297,E01020297,"6,707",3,2,2,2,2,9,9,5
E01020298,E01020298,"21,094",7,6,4,6,5,10,8,10
E01020299,E01020299,"16,535",6,5,4,6,4,9,5,8
E01020300,E01020300,"25,242",8,8,7,7,7,9,4,9
E01020301,E01020301,"11,712",4,6,7,4,6,10,1,1
E01020302,E01020302,"10,739",4,6,6,4,5,10,1,1
E01020303,E01020303,"12,222",4,6,6,5,7,10,1,1
E01020304,E01020304,"19,968",7,5,6,4,6,8,6,7
E01020305,E01020305,"14,038",5,4,4,4,5,7,10,3
E01020306,E01020306,"26,139",8,8,6,5,7,10,6,10
E01020307,E01020307,"11,759",4,3,3,3,4,9,6,6
E01020308,E01020308,"15,108",5,6,8,6,8,10,1,1
E01020309,E01020309,"10,477",4,6,6,5,7,10,1,1
E01020310,E01034640,"10,680",4,5,2,5,3,7,3,6
E01020311,E01020311,"12,216",4,6,5,5,6,10,2,1
E01020312,E01020312,"19,080",6,7,5,8,6,8,6,2
E01020313,E01020313,"9,941",4,3,2,4,3,10,10,4
E01020314,E01020314,"11,762",4,7,7,6,8,10,1,1
E01020315,E01020315,"18,080",6,6,6,9,5,9,3,4
E01020316,E01020316,"26,608",9,9,9,10,8,10,3,3
E01020317,E01020317,"20,801",7,8,6,7,6,10,6,1
E01020318,E01020318,"20,898",7,6,7,8,8,10,8,1
E01020319,E01020319,"14,912",5,8,7,8,9,9,1,1
E01020320,E01020320,"11,442",4,7,6,7,8,10,1,1
E01020321,E01020321,"10,943",4,4,3,5,5,8,7,1
E01020322,E01034642,"13,336",5,5,6,6,8,9,1,1
E01020323,E01020323,"10,355",4,5,5,3,4,4,3,1
E01020324,E01020324,"13,961",5,6,8,9,7,10,1,1
E01020325,E01020325,"12,341",4,6,7,7,7,10,1,1
E01020326,E01020326,"17,975",6,6,6,5,8,10,9,1
E01020327,E01020327,"18,273",6,4,5,5,5,8,6,10
E01020328,E01020328,"15,226",5,4,4,4,5,8,7,6
E01020329,E01020329,"17,662",6,5,6,6,5,8,5,3
E01020330,E01020330,"13,311",5,3,3,5,5,5,8,5
E01020331,E01020331,"13,194",5,6,7,8,5,10,2,1
E01020332,E01020332,"15,326",5,5,4,8,4,7,8,2
E01020333,E01020333,"29,396",9,9,7,8,9,9,6,9
E01020334,E01020334,"14,800",5,4,3,5,4,8,7,6
E01020335,E01020335,"18,699",6,6,3,8,5,9,7,8
E01020336,E01020336,"31,237",10,9,9,10,7,10,7,9
E01020337,E01020337,"10,187",4,4,2,3,3,8,3,7
E01020338,E01020338,"20,748",7,6,6,5,7,9,3,8
E01020339,E01020339,"13,346",5,7,7,7,7,10,1,1
E01020340,E01020340,"14,731",5,6,6,5,7,10,4,1
E01020341,E01020341,"21,095",7,9,8,10,6,9,2,2
E01020342,E01020342,"15,876",5,4,4,4,4,9,8,8
E01020343,E01020343,"25,852",8,6,8,6,9,6,7,10
E01020344,E01020344,"25,114",8,7,6,4,8,9,9,8
E01020345,E01020345,"23,684",8,6,6,6,8,7,8,7
E01020346,E01020346,"11,795",4,4,3,2,5,6,7,7
E01020347,E01020347,"4,649",2,2,1,1,3,5,4,8
E01020348,E01020348,"4,989",2,2,2,1,4,3,6,6
E01020349,E01020349,"24,468",8,5,6,7,7,10,7,9
E01020350,E01020350,"28,237",9,9,6,7,8,9,6,10
E01020351,E01020351,"27,141",9,8,7,6,8,7,6,9
E01020352,E01020352,"25,050",8,7,6,7,7,9,6,10
E01020353,E01020353,"13,815",5,4,4,4,5,8,4,9
E01020354,E01020354,"19,400",6,5,6,5,7,7,4,9
E01020355,E01020355,"31,164",10,10,8,9,9,10,6,10
E01020356,E01020356,"29,616",10,9,9,7,9,9,5,10
E01020357,E01020357,"21,198",7,6,6,5,8,9,4,10
E01020358,E01020358,"31,363",10,10,9,8,9,10,5,10
E01020359,E01020359,"22,449",7,7,5,5,7,8,7,8
E01020360,E01020360,"23,602",8,6,6,6,8,8,9,5
E01020361,E01020361,"22,917",7,6,6,6,7,7,8,7
E01020362,E01020362,"29,767",10,8,8,8,9,8,10,9
E01020363,E01020363,"15,235",5,4,4,3,7,5,8,9
E01020364,E01020364,"13,975",5,3,3,4,7,5,7,9
E01020365,E01020365,"20,410",7,7,6,6,6,8,5,5
E01020366,E01020366,"30,841",10,9,9,9,9,9,4,10
E01020367,E01020367,"27,253",9,7,8,8,10,4,9,7
E01020368,E01034280,"18,001",6,4,5,7,7,8,7,4
E01020369,E01020369,"28,421",9,7,7,9,9,10,6,9
E01020370,E01020370,"29,990",10,9,9,7,9,10,4,10
E01020371,E01020371,"29,801",10,10,9,8,8,10,3,10
E01020372,E01020372,"26,911",9,8,9,7,9,9,2,10
E01020373,E01020373,"28,124",9,7,8,6,8,10,10,10
E01020374,E01020374,"32,159",10,10,9,7,10,10,9,10
E01020375,E01020375,"23,802",8,6,7,5,9,10,4,9
E01020376,E01020376,"24,526",8,8,6,5,8,10,4,9
E01020377,E01020377,"32,638",10,10,10,9,10,10,7,10
E01020378,E01020378,"29,721",10,8,8,7,9,10,6,9
E01020379,E01020379,"23,143",8,6,6,7,8,10,5,10
E01020380,E01020380,"32,724",10,10,10,10,10,10,8,9
E01020381,E01020381,"31,584",10,10,9,10,10,9,4,10
E01020382,E01020382,"32,265",10,9,9,9,10,10,8,10
E01020383,E01020383,"31,693",10,9,8,8,10,10,10,10
E01020384,E01020384,"28,928",9,9,9,6,9,10,5,10
E01020385,E01020385,"27,041",9,7,8,7,8,9,6,8
E01020386,E01020386,"30,716",10,10,10,8,10,10,3,9
E01020387,E01020387,"32,256",10,10,9,9,9,10,6,10
E01020388,E01020388,"25,527",8,6,6,7,8,9,9,10
E01020389,E01020389,"14,771",5,6,7,5,9,8,2,1
E01020390,E01020390,"19,784",7,6,4,6,8,9,3,8
E01020391,E01020391,"29,537",9,9,8,9,8,10,5,10
E01020392,E01020392,"21,968",7,6,6,5,7,8,8,8
E01020393,E01020393,"7,899",3,2,3,1,5,7,2,6
E01020394,E01020394,"11,991",4,4,3,3,6,7,4,9
E01020395,E01020395,"31,132",10,9,8,7,10,10,8,10
E01020396,E01020396,"11,987",4,8,8,6,10,7,1,1
E01020397,E01020397,"15,809",5,6,7,7,8,8,1,1
E01020398,E01020398,"18,231",6,9,9,7,10,8,1,1
E01020399,E01034373,"27,760",9,8,8,7,9,9,5,9
E01020400,E01020400,"28,276",9,9,8,7,9,8,6,7
E01020401,E01020401,"31,607",10,10,9,7,9,10,8,10
E01020402,E01020402,"32,362",10,10,9,8,10,10,9,10
E01020403,E01020403,"21,099",7,9,6,8,10,7,1,8
E01020404,E01020404,"28,673",9,8,7,7,10,10,5,10
E01020405,E01020405,"19,267",6,8,8,4,9,6,1,5
E01020406,E01020406,"30,236",10,10,9,8,10,10,3,10
E01020407,E01020407,"30,908",10,9,10,7,9,10,8,10
E01020408,E01020408,"23,249",8,7,7,4,8,10,3,9
E01020409,E01020409,"29,083",9,9,9,7,10,9,5,6
E01020410,E01020410,"14,201",5,7,8,4,10,4,1,1
E01020411,E01020411,"12,639",4,4,3,2,5,5,10,10
E01020412,E01020412,"13,434",5,4,5,2,8,5,2,9
E01020413,E01020413,"30,911",10,9,9,8,10,10,5,10
E01020414,E01020414,"29,369",9,7,7,7,10,10,8,10
E01020415,E01020415,"32,323",10,10,9,8,10,10,9,10
E01020416,E01020416,"27,984",9,8,8,5,9,9,6,9
E01020417,E01020417,"29,624",10,9,9,6,9,10,5,10
E01020418,E01020418,"31,212",10,10,9,7,9,10,6,10
E01020419,E01020419,"28,269",9,9,10,7,10,10,2,10
E01020420,E01020420,"31,205",10,8,9,8,10,10,9,9
E01020421,E01020421,"25,439",8,7,5,7,8,8,9,10
E01020422,E01020422,"19,114",6,5,3,5,8,10,10,10
E01020423,E01020423,"28,926",9,8,7,7,10,7,10,10
E01020424,E01020424,"20,509",7,6,5,3,7,10,6,10
E01020425,E01020425,"25,520",8,7,6,7,9,10,6,9
E01020426,E01020426,"29,927",10,9,8,8,10,4,10,10
E01020427,E01020427,"12,165",4,4,3,2,6,4,9,7
E01020428,E01020428,"21,488",7,5,6,7,7,5,8,9
E01020429,E01020429,"19,735",7,5,5,6,7,7,6,5
E01020430,E01020430,"22,089",7,7,5,5,7,10,8,6
E01020431,E01020431,"15,154",5,8,8,5,8,10,1,1
E01020432,E01020432,"16,589",6,7,7,5,8,9,1,3
E01020433,E01020433,"16,949",6,7,8,5,9,10,1,2
E01020434,E01020434,"19,242",6,5,5,4,5,10,7,8
E01020435,E01020435,"26,090",8,8,8,6,7,10,3,10
E01020436,E01020436,"21,670",7,6,7,5,9,9,2,10
E01020437,E01020437,"18,250",6,5,5,4,7,8,4,10
E01020438,E01020438,"12,782",4,4,4,4,4,4,5,6
E01020439,E01020439,"17,123",6,4,5,6,5,7,6,7
E01020440,E01020440,"18,558",6,8,7,8,8,9,2,1
E01020441,E01020441,"16,482",6,6,6,6,8,10,1,3
E01020442,E01020442,"17,040",6,8,8,7,8,7,1,3
E01020443,E01020443,"14,795",5,4,4,3,4,6,7,10
E01020444,E01020444,"12,053",4,5,4,3,6,9,2,4
E01020445,E01020445,"17,930",6,10,9,4,9,10,1,2
E01020446,E01020446,"26,363",9,8,7,7,8,9,7,4
E01020447,E01020447,"17,341",6,5,6,2,6,9,6,9
E01020448,E01020448,"17,080",6,7,7,7,9,10,1,1
E01020449,E01020449,"20,332",7,7,4,7,8,10,5,3
E01020450,E01020450,"29,201",9,9,9,6,10,10,4,8
E01020452,E01020452,"16,056",5,6,5,2,7,10,1,9
E01020453,E01020453,"17,365",6,6,6,8,7,8,1,6
E01020454,E01020454,"13,189",5,4,4,3,5,7,2,9
E01020455,E01034375,"18,439",6,5,6,5,10,7,1,10
E01020456,E01020456,"14,956",5,5,6,3,6,9,1,9
E01020457,E01020457,"29,137",9,9,9,9,9,8,5,7
E01020458,E01020458,"25,909",8,8,9,7,10,9,2,8
E01020459,E01034376,"14,551",5,5,5,3,6,9,2,8
E01020460,E01020460,"11,083",4,7,7,6,6,3,1,1
E01020462,E01020462,"15,688",5,7,8,7,9,10,1,1
E01020463,E01020463,"30,654",10,9,8,8,9,10,6,10
E01020464,E01020464,"26,436",9,8,7,4,7,9,9,10
E01020465,E01020465,"20,360",7,6,7,5,8,9,3,5
E01020466,E01020466,"16,150",5,6,8,5,7,7,2,1
E01020467,E01020467,"17,481",6,9,8,7,7,8,1,1
E01020468,E01020468,"21,995",7,8,9,6,7,9,2,3
E01020469,E01020469,"15,176",5,5,4,5,6,8,3,4
E01020470,E01020470,"32,050",10,9,10,9,9,9,9,9
E01020471,E01020471,"13,669",5,5,5,2,4,7,5,5
E01020472,E01020472,"15,424",5,5,5,4,4,6,6,6
E01020473,E01020473,"22,538",7,6,8,4,7,7,7,8
E01020474,E01020474,"24,062",8,7,8,8,9,5,3,7
E01020475,E01020475,"21,694",7,7,6,3,7,9,7,8
E01020476,E01020476,"17,265",6,7,7,7,7,8,1,4
E01020477,E01020477,"20,178",7,6,6,4,6,9,3,10
E01020478,E01020478,"26,137",8,9,8,7,5,8,8,8
E01020479,E01020479,"22,959",7,6,7,6,6,9,5,9
E01020480,E01020480,"21,774",7,7,6,8,6,7,3,9
E01020481,E01020481,"21,081",7,6,6,8,6,7,6,4
E01020482,E01020482,"18,607",6,5,6,6,5,9,6,3
E01020483,E01020483,"13,088",4,4,4,2,4,8,4,8
E01020484,E01020484,"18,033",6,5,4,4,6,9,6,8
E01020485,E01020485,"15,410",5,4,4,5,3,7,8,6
E01020486,E01020486,"22,393",7,6,6,7,6,7,5,9
E01020487,E01020487,"21,778",7,8,9,5,8,9,1,9
E01020488,E01020488,"12,404",4,5,4,3,5,9,1,9
E01020489,E01020489,"13,098",4,8,8,4,8,8,1,1
E01020490,E01020490,"15,392",5,7,8,5,8,9,1,1
E01020491,E01020491,"23,121",8,7,7,5,7,9,5,8
E01020492,E01020492,"19,929",7,6,5,4,4,8,9,10
E01020493,E01020493,"18,724",6,7,7,2,6,10,4,6
E01020494,E01020494,"17,048",6,7,9,5,8,8,2,1
E01020495,E01020495,"21,735",7,6,6,3,8,9,10,6
E01020496,E01020496,"11,779",4,3,3,2,5,8,8,9
E01020497,E01020497,"23,980",8,8,9,8,8,9,7,1
E01020498,E01020498,"20,461",7,6,6,5,8,10,2,9
E01020499,E01020499,"6,009",2,3,2,1,3,7,4,7
E01020500,E01020500,"14,034",5,5,4,4,6,6,5,2
E01020501,E01020501,"23,789",8,7,5,7,7,10,7,7
E01020502,E01020502,"7,349",3,3,2,2,3,2,8,7
E01020503,E01020503,"14,465",5,4,3,5,4,6,8,6
E01020504,E01020504,"24,687",8,8,7,7,8,9,2,9
E01020505,E01020505,"25,317",8,8,8,9,6,10,3,6
E01020506,E01020506,"11,849",4,6,6,6,6,10,1,1
E01020507,E01020507,"18,171",6,8,7,7,9,8,1,3
E01020508,E01020508,"18,750",6,9,9,7,10,10,1,1
E01020509,E01020509,"20,625",7,8,9,9,10,8,1,1
E01020510,E01020510,"17,586",6,6,6,5,6,10,2,5
E01020511,E01020511,"22,919",7,6,7,6,7,9,5,5
E01020512,E01020512,"13,647",5,7,8,7,8,7,1,1
E01020513,E01020513,"19,954",7,5,6,4,5,9,8,9
E01020514,E01020514,"22,887",7,8,6,6,6,7,6,6
E01020515,E01020515,"20,951",7,7,6,4,6,6,5,9
E01020516,E01020516,"17,532",6,5,4,5,4,8,7,9
E01020517,E01020517,"15,356",5,8,6,7,5,7,3,1
E01020518,E01020518,"11,314",4,3,3,4,3,6,7,8
E01020519,E01020519,"25,462",8,7,6,8,8,8,8,8
E01020520,E01020520,"24,717",8,7,7,7,8,10,3,9
E01020523,E01020523,"31,005",10,10,9,9,9,8,10,5
E01020524,E01020524,"25,240",8,8,6,6,6,9,8,8
E01020525,E01020525,"32,444",10,10,9,10,9,9,8,9
E01020526,E01020526,"20,481",7,7,4,8,6,4,9,6
E01020527,E01020527,"16,895",6,5,5,5,5,8,9,2
E01020528,E01020528,"16,170",5,4,4,5,5,5,9,8
E01020529,E01020529,"16,264",5,8,8,8,8,9,1,1
E01020530,E01020530,"14,051",5,7,8,7,8,10,1,1
E01020531,E01020531,"16,457",6,9,7,8,8,9,1,1
E01020532,E01020532,"28,011",9,7,9,9,9,8,10,4
E01020533,E01020533,"18,833",6,4,4,5,8,8,8,9
E01020534,E01020534,"16,328",5,7,8,7,8,8,2,1
E01020535,E01020535,"12,899",4,6,7,7,8,10,1,1
E01020536,E01020536,"12,921",4,6,7,5,8,10,1,1
E01020537,E01020537,"20,194",7,8,7,6,9,7,1,4
E01020538,E01020538,"22,208",7,6,6,5,6,9,6,10
E01020539,E01020539,"19,146",6,7,9,7,9,9,2,1
E01020540,E01020540,"21,576",7,8,8,7,9,9,3,2
E01020541,E01020541,"16,645",6,7,8,7,9,10,1,1
E01020542,E01020542,"20,862",7,6,4,8,7,9,6,8
E01020543,E01020543,"8,887",3,2,2,2,4,8,9,7
E01020544,E01020544,"27,791",9,7,8,9,7,9,10,6
E01020546,E01020546,"18,898",6,7,6,3,7,10,6,3
E01020547,E01020547,"17,009",6,4,5,3,5,10,8,8
E01020549,E01020549,"18,933",6,6,7,6,8,6,2,5
E01020550,E01020550,"18,756",6,7,6,8,7,10,4,2
E01020551,E01020551,"8,679",3,3,3,3,3,3,3,8
E01020552,E01020552,"1,396",1,1,1,1,1,3,4,10
E01020553,E01020553,"3,531",2,2,1,2,1,2,5,5
E01020554,E01020554,"1,142",1,2,1,2,1,1,5,1
E01020555,E01020555,"1,524",1,2,1,1,1,2,5,1
E01020556,E01020556,"6,976",3,4,2,5,1,6,6,5
E01020557,E01020557,"27,597",9,9,7,8,6,10,5,10
E01020558,E01020558,"26,650",9,10,7,8,4,7,7,9
E01020559,E01020559,"30,118",10,10,8,8,5,9,8,10
E01020560,E01020560,"29,600",10,9,7,8,7,8,9,10
E01020561,E01020561,"18,643",6,5,6,5,5,9,7,4
E01020562,E01020562,"15,997",5,6,5,4,4,8,9,2
E01020563,E01020563,"5,796",2,3,4,3,1,1,2,4
E01020564,E01020564,"7,975",3,3,2,2,2,8,6,9
E01020565,E01020565,"13,414",5,5,4,3,3,7,6,5
E01020566,E01020566,"18,877",6,7,6,5,5,9,2,9
E01020569,E01020569,"2,073",1,1,1,1,1,4,2,8
E01020570,E01020570,"20,927",7,9,8,7,5,9,1,6
E01020571,E01020571,"10,945",4,4,3,4,3,9,1,10
E01020572,E01020572,"11,540",4,4,4,4,3,6,7,3
E01020573,E01020573,"4,723",2,3,1,2,2,3,4,3
E01020574,E01020574,"8,254",3,4,3,2,2,3,6,5
E01020575,E01020575,"2,076",1,1,1,1,1,6,4,8
E01020576,E01020576,"25,632",8,8,7,7,6,8,6,9
E01020577,E01020577,"15,298",5,6,4,4,4,6,6,6
E01020578,E01020578,"11,049",4,4,3,3,3,8,5,6
E01020579,E01020579,"20,815",7,8,6,8,4,9,3,6
E01020580,E01020580,"26,334",9,7,7,8,5,10,7,9
E01020581,E01020581,"10,696",4,5,3,6,4,4,2,5
E01020582,E01020582,"3,273",1,2,2,1,1,5,2,2
E01020583,E01020583,"24,206",8,8,6,6,5,9,7,8
E01020584,E01020584,"12,392",4,4,4,4,3,8,4,4
E01020585,E01020585,"10,720",4,4,3,2,4,8,4,6
E01020586,E01020586,"17,712",6,7,4,4,3,8,9,6
E01020587,E01020587,"15,514",5,5,4,3,4,8,7,9
E01020588,E01020588,"21,766",7,7,5,5,5,8,10,6
E01020589,E01020589,"11,891",4,4,3,3,3,7,7,8
E01020590,E01020590,"14,442",5,4,4,7,2,4,10,10
E01020591,E01020591,"8,226",3,3,2,3,2,4,6,10
E01020592,E01020592,"1,402",1,1,1,1,1,3,7,10
E01020593,E01020593,"6,616",3,2,2,4,2,2,10,9
E01020594,E01020594,"18,222",6,6,5,6,5,3,10,7
E01020595,E01020595,"24,802",8,8,6,10,4,5,9,10
E01020596,E01020596,"6,367",2,2,2,2,2,7,8,10
E01020597,E01020597,"24,978",8,8,7,7,5,5,8,10
E01020598,E01020598,"25,599",8,7,7,9,4,8,8,10
E01020599,E01020599,"6,447",2,2,1,3,2,5,10,10
E01020600,E01020600,"29,513",9,9,9,9,5,7,7,10
E01020601,E01020601,"19,801",7,6,6,8,3,4,6,10
E01020602,E01020602,"3,489",2,2,1,2,1,2,7,10
E01020603,E01020603,"31,413",10,10,10,10,7,10,4,10
E01020604,E01020604,"13,225",5,4,4,6,3,5,3,10
E01020605,E01020605,"30,385",10,9,9,10,8,10,4,10
E01020606,E01020606,"3,756",2,2,1,2,2,1,9,7
E01020607,E01020607,"9,934",4,4,3,4,2,3,9,10
E01020608,E01020608,"17,960",6,5,5,8,3,5,8,10
E01020609,E01020609,"14,453",5,4,3,5,4,8,10,10
E01020610,E01020610,"27,655",9,8,7,9,5,8,10,10
E01020611,E01020611,"25,262",8,9,8,9,6,5,3,10
E01020612,E01020612,"27,562",9,8,9,9,6,9,4,10
E01020613,E01020613,"28,770",9,10,8,7,6,6,8,10
E01020614,E01020614,"12,374",4,4,3,5,2,6,10,10
E01020615,E01020615,"4,607",2,2,2,2,1,3,10,10
E01020616,E01020616,"6,966",3,2,2,3,1,2,10,10
E01020617,E01020617,"16,048",5,5,5,5,5,2,8,10
E01020618,E01020618,"6,018",2,2,2,2,2,4,6,10
E01020619,E01020619,"13,313",5,5,4,4,3,2,10,10
E01020620,E01020620,"10,328",4,4,3,4,2,3,10,10
E01020621,E01020621,"8,160",3,3,2,3,2,3,9,10
E01020622,E01020622,"23,658",8,7,8,7,5,5,6,9
E01020623,E01020623,"23,088",8,8,8,8,4,7,3,10
E01020624,E01020624,"3,898",2,2,1,3,2,1,7,7
E01020625,E01020625,"10,306",4,3,2,4,3,5,10,8
E01020626,E01020626,"4,263",2,1,1,2,1,3,10,10
E01020627,E01020627,"21,392",7,5,5,9,4,8,10,10
E01020628,E01020628,"28,903",9,8,7,10,6,10,10,10
E01020629,E01020629,"16,646",6,4,3,6,5,8,10,10
E01020630,E01020630,"10,510",4,3,2,3,4,5,8,10
E01020631,E01020631,"8,335",3,2,2,5,2,5,9,10
E01020632,E01020632,"17,309",6,5,4,7,3,5,10,7
E01020633,E01020633,"9,737",3,3,3,2,3,7,9,9
E01020634,E01020634,"27,178",9,7,7,10,5,9,10,10
E01020635,E01020635,"28,525",9,8,8,9,5,9,8,9
E01020636,E01020636,"11,577",4,3,3,3,2,7,10,10
E01020637,E01020637,"21,709",7,6,6,8,4,8,6,9
